filename,Bi,SBi,Si,$REPET,StepCounter,ambientTemp,meanTemp,meanSensors,meanOpinion,sdevOpinion,minOpinion,maxOpinion,meanReliability,mnOpinErr!,mnSensErr!,mnOpSensDiff!,mnOpAmbDiff!,providersCount,cntProviders,newProviders,delProviders,self_net,meanDistSelf,meanDistNet,liveCount,link_up,link_dw,sensor_up,sensor_dw,howManyLinks,Ambient_waves_numb,Scrambs_numb,HistTooLow,H0,H1,H2,H3,H4,H5,H6,H7,H8,H9,HistTooHig
RTSIsc1.48dRnd0000001023_Ne.4Si50_Cr.0Bi-04.00-5SBi10.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-4.0,10.0,50.0,17.0,319.5,0.112436146,79.274124,75.71587,62.19734,413.80624,-25.118023,106.79168,0.27940395,16.582859,3.1123106,13.034612,61.626183,37.20175,23.970549,13.231203,13.179924,17.865673,76.61272,62.439247,159.75,105.67434,54.075665,54.075665,105.67434,631.57574,5.408286,36.757576,0.0,13.396023,32.813683,43.63878,52.233616,77.15706,184.93896,60.071827,51.863873,46.565815,68.89612,0.0
RTSIsc1.48dRnd0000000929_Ne.4Si50_Cr.0Bi08.00-5SBi08.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,8.0,8.0,50.0,17.0,319.5,0.30554667,62.99192,70.975136,58.3529,385.2491,-27.959002,103.70585,0.2873147,5.614536,7.484659,12.135938,57.596497,38.10256,24.433996,13.668561,13.610512,18.135984,71.63506,58.49867,159.75,104.17387,55.576138,55.576138,104.17387,631.75757,5.4404354,36.757576,0.0,11.315767,32.88821,45.57514,54.310368,79.22188,185.99446,59.56747,52.084328,45.683617,65.11633,0.0
RTSIsc1.48dRnd0000000008_Ne.4Si50_Cr.0Bi-34.00-5SBi-10.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-34.0,-10.0,50.0,17.0,319.5,0.24797153,-80.32061,-102.43025,-97.15758,421.55957,-109.8075,22.176142,0.42389506,16.83357,21.608145,5.0144887,96.911316,43.576374,24.531109,19.045265,18.983854,44.90071,103.70871,97.726616,159.75,66.149055,93.600945,93.600945,66.149055,632.24243,5.485085,37.060608,0.0,87.30109,86.1286,73.42102,64.726654,73.77694,127.90151,35.993797,28.802746,25.118465,29.07159,0.0
RTSIsc1.48dRnd0000000629_Ne.4Si50_Cr.0Bi08.00-5SBi02.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,8.0,2.0,50.0,17.0,319.5,0.54773855,18.719393,26.402348,16.538921,307.55286,-57.590878,71.89562,0.32379237,3.9749053,7.1850853,9.38821,15.6640625,41.593796,26.398201,15.195597,15.13267,19.536884,28.237848,18.562218,159.75,97.42864,62.321354,62.321354,97.42864,631.57574,5.590483,37.18182,0.0,7.0656724,30.466003,51.859516,66.33352,92.7125,184.48825,61.585037,48.58234,39.49782,48.985085,0.0
RTSIsc1.48dRnd0000000804_Ne.4Si50_Cr.0Bi-42.00-5SBi06.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-42.0,6.0,50.0,17.0,319.5,0.43084583,48.250816,6.982887,2.747748,271.87344,-60.88039,65.501564,0.357847,45.00232,40.766476,5.555208,3.9083333,44.4375,27.62377,16.81373,16.747112,21.41804,17.486544,10.420076,159.75,90.80516,68.94484,68.94484,90.80516,632.7879,5.3865056,37.333332,0.0,4.4867897,26.773533,55.97069,78.2295,106.02543,186.75905,62.48944,44.052937,31.89053,36.10999,0.0
RTSIsc1.48dRnd0000000312_Ne.4Si50_Cr.0Bi-26.00-5SBi-04.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-26.0,-4.0,50.0,17.0,319.5,0.40090677,-31.842768,-57.326668,-44.883877,391.64703,-92.31081,42.57348,0.29154935,13.44678,24.98305,11.9552555,44.836033,38.85038,25.068514,13.781865,13.72268,18.255445,58.84831,46.053886,159.75,103.412125,56.33788,56.33788,103.412125,631.9394,5.4326706,36.666668,0.0,10.501752,32.2688,45.739914,56.726326,83.83665,183.36131,61.087357,51.29588,44.585606,62.535797,0.0
RTSIsc1.48dRnd0000000314_Ne.4Si50_Cr.0Bi-22.00-5SBi-04.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-22.0,-4.0,50.0,17.0,319.5,0.1581262,-31.732777,-53.653667,-40.471184,391.691,-89.88289,43.647182,0.2858664,10.002983,21.423105,12.701752,40.236362,37.46889,23.956203,13.51269,13.456345,17.244745,54.932964,41.423313,159.75,104.96965,54.78035,54.78035,104.96965,630.9697,5.409091,37.0,0.0,8.237547,28.90947,44.423767,57.006344,84.42524,186.32576,61.35871,52.038162,45.210983,63.03371,0.0
RTSIsc1.48dRnd0000000313_Ne.4Si50_Cr.0Bi-24.00-5SBi-04.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-24.0,-4.0,50.0,17.0,319.5,0.56560516,-34.141243,-57.80745,-44.53331,388.5322,-92.61,39.684082,0.2844793,11.381061,23.165483,12.791193,44.671165,37.025852,23.590294,13.435558,13.379403,17.558807,59.471382,45.710278,159.75,104.98811,54.761883,54.761883,104.98811,631.2727,5.455066,37.21212,0.0,9.524574,30.951988,45.881107,56.051895,80.204216,187.17523,60.48622,51.08494,44.920692,64.99186,0.0
RTSIsc1.48dRnd0000000050_Ne.4Si50_Cr.0Bi50.00-5SBi-10.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,50.0,-10.0,50.0,17.0,319.5,0.62382823,-79.51327,-31.821241,-18.95686,324.71204,-74.40821,49.92685,0.29132304,60.05663,47.196495,12.384801,19.214441,37.928314,24.211742,13.716572,13.660086,18.028835,34.521286,21.499851,159.75,103.5831,56.166904,56.166904,103.5831,631.3333,5.4777937,36.636364,0.0,9.714773,30.104734,46.45322,58.507008,84.07268,185.99763,58.85355,49.64541,44.309185,63.67514,0.0
RTSIsc1.48dRnd0000000520_Ne.4Si50_Cr.0Bi-10.00-5SBi00.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-10.0,0.0,50.0,17.0,319.5,0.20070033,1.9711512,-7.789011,-3.7005763,263.1101,-62.14159,63.86376,0.36276916,6.400521,9.260369,5.034943,4.7878313,45.54091,28.405918,17.13499,17.063778,21.399858,17.489681,10.907805,159.75,90.01449,69.73551,69.73551,90.01449,631.63635,5.386269,37.030304,0.0,4.213447,27.274906,55.700237,79.6437,108.15601,184.4187,62.528313,44.113163,31.627226,33.960655,0.0
RTSIsc1.48dRnd0000000931_Ne.4Si50_Cr.0Bi12.00-5SBi08.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,12.0,8.0,50.0,17.0,319.5,0.26856726,63.96591,75.37029,63.253246,406.8052,-27.524403,106.68482,0.29325584,4.6805873,10.906723,11.635984,62.495075,38.450615,24.89839,13.552225,13.493419,18.343086,76.10871,63.382626,159.75,103.10014,56.649857,56.649857,103.10014,632.7273,5.470644,37.21212,0.0,11.321591,32.781628,46.64735,56.252842,82.565056,185.72836,58.999527,50.69157,44.616287,63.12306,0.0
RTSIsc1.48dRnd0000000912_Ne.4Si50_Cr.0Bi-26.00-5SBi08.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-26.0,8.0,50.0,17.0,319.5,0.58427,62.940807,37.44587,24.815353,315.2987,-46.911366,79.55287,0.29005697,37.62576,24.99626,12.145028,23.835037,38.30355,24.76875,13.5348015,13.476657,18.192234,38.282776,25.485746,159.75,103.66056,56.08944,56.08944,103.66056,630.7879,5.4318657,36.878788,0.0,10.3752365,32.727272,47.39967,56.892517,82.23783,181.9235,60.306202,50.618893,44.096874,64.20989,0.0
RTSIsc1.48dRnd0000000334_Ne.4Si50_Cr.0Bi18.00-5SBi-04.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,18.0,-4.0,50.0,17.0,319.5,0.44258583,-33.645992,-15.962788,-8.356851,285.41324,-65.40875,62.449036,0.34368005,24.792662,17.180113,7.3921404,8.824148,43.61302,27.515814,16.097206,16.030256,20.831345,21.888672,13.579287,159.75,93.430115,66.319885,66.319885,93.430115,632.5455,5.309896,37.303032,0.0,6.4360323,29.351751,54.00644,72.69517,99.16217,186.22098,61.418514,45.53589,35.387974,42.33054,0.0
RTSIsc1.48dRnd0000000020_Ne.4Si50_Cr.0Bi-10.00-5SBi-10.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-10.0,-10.0,50.0,17.0,319.5,0.48904797,-82.58298,-90.47157,-79.99115,425.43753,-108.83439,17.572475,0.31135935,4.8560605,7.3939395,10.006061,80.024956,40.13731,25.270075,14.867235,14.80625,20.336601,91.97192,80.76622,159.75,98.9464,60.8036,60.8036,98.9464,632.0,5.2882576,37.121212,0.0,14.48537,38.39612,51.986507,58.878265,83.35208,178.28978,56.44569,48.318275,43.01908,58.828835,0.0
RTSIsc1.48dRnd0000000447_Ne.4Si50_Cr.0Bi44.00-5SBi-02.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,44.0,-2.0,50.0,17.0,319.5,0.6616624,-18.756222,24.493465,14.691995,325.0396,-60.90288,70.35627,0.32323194,32.9616,42.751514,9.349905,13.678172,41.704926,26.592993,15.111932,15.0475855,19.834517,26.802382,17.437384,159.75,97.31477,62.435226,62.435226,97.31477,632.48486,5.5674243,37.151516,0.0,7.9507575,31.926847,52.34034,65.201515,91.67126,183.85175,60.60341,49.055965,40.32751,49.555492,0.0
RTSIsc1.48dRnd0000001028_Ne.4Si50_Cr.0Bi06.00-5SBi10.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,6.0,10.0,50.0,17.0,319.5,0.5182478,81.227,86.56547,74.14184,415.49118,-18.233458,111.52092,0.2835467,7.170833,4.850284,11.947633,73.176895,37.648342,24.137074,13.511269,13.4543085,17.208143,87.063416,73.94544,159.75,105.36643,54.38357,54.38357,105.36643,632.48486,5.46965,36.757576,0.0,11.066714,31.404404,44.387596,55.14744,82.149765,185.3598,58.184753,51.673153,47.040768,66.07046,0.0
RTSIsc1.48dRnd0000000600_Ne.4Si50_Cr.0Bi-50.00-5SBi02.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-50.0,2.0,50.0,17.0,319.5,0.13261282,15.58836,-33.688618,-21.484066,361.48944,-74.88436,57.869846,0.29877108,36.614346,48.77727,11.732671,21.255445,39.252792,25.20715,14.045644,13.983002,17.91747,35.734497,23.823483,159.75,102.41468,57.335323,57.335323,102.41468,631.0909,5.575142,36.848484,0.0,7.605445,29.790625,46.98499,60.77978,87.31766,187.23064,60.319176,50.22699,42.6348,58.200806,0.0
RTSIsc1.48dRnd0000000445_Ne.4Si50_Cr.0Bi40.00-5SBi-02.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,40.0,-2.0,50.0,17.0,319.5,0.576261,-15.933949,23.511501,14.249332,307.06595,-58.53549,69.215355,0.32397917,29.739109,38.94465,8.961979,13.49678,42.17505,26.895218,15.27983,15.213731,19.513683,26.373938,17.03337,159.75,97.40715,62.34285,62.34285,97.40715,631.4545,5.545881,36.636364,0.0,7.1795926,30.069128,50.93021,66.5384,93.30256,183.17424,62.141666,49.28589,39.957813,48.875046,0.0
RTSIsc1.48dRnd0000000627_Ne.4Si50_Cr.0Bi04.00-5SBi02.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,4.0,2.0,50.0,17.0,319.5,0.2153925,16.884933,20.63945,11.460932,293.47928,-58.097374,68.27256,0.327656,5.7998104,3.2789772,8.8,11.220454,41.66231,26.418276,15.244034,15.181629,19.970219,24.94406,15.569821,159.75,96.53253,63.217472,63.217472,96.53253,632.36365,5.5598483,36.969696,0.0,7.085322,30.446733,52.674007,69.49001,95.58551,182.9277,60.192616,47.23054,38.375046,48.356155,0.0
RTSIsc1.48dRnd0000000723_Ne.4Si50_Cr.0Bi-04.00-5SBi04.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-4.0,4.0,50.0,17.0,319.5,0.48264557,33.150692,29.362492,18.600533,330.89514,-55.603024,73.388954,0.3129405,14.059375,3.310606,10.304545,17.76018,40.838875,26.14877,14.6901045,14.625947,19.373343,31.275852,20.518768,159.75,99.25403,60.495975,60.495975,99.25403,632.0,5.4616475,37.454544,0.0,8.382434,31.434849,49.690674,62.80843,89.345314,184.6644,60.423294,49.13248,41.5946,54.523533,0.0
RTSIsc1.48dRnd0000000850_Ne.4Si50_Cr.0Bi50.00-5SBi06.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,50.0,6.0,50.0,17.0,319.5,-0.23381308,48.443626,94.80513,85.58613,442.62918,-20.248186,113.47651,0.3242776,37.013683,45.863304,8.752273,85.38475,40.78769,25.648722,15.1389675,15.070881,21.184328,96.0032,86.341125,159.75,96.31477,63.435226,63.435226,96.31477,631.9394,5.4388733,37.090908,0.0,12.375663,37.74692,53.381817,62.708332,87.47642,179.79778,57.057007,47.9732,41.471024,51.951233,0.0
RTSIsc1.48dRnd0000000616_Ne.4Si50_Cr.0Bi-18.00-5SBi02.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-18.0,2.0,50.0,17.0,319.5,-0.005529132,15.70911,-1.8991129,-0.8390379,255.03557,-60.985634,63.471313,0.36641526,16.104877,17.10895,5.2482953,4.4858427,46.143562,28.954119,17.189442,17.1214,22.327225,17.04319,10.491841,159.75,88.854164,70.895836,70.895836,88.854164,632.8485,5.500284,37.363636,0.0,5.832907,29.332008,58.559517,79.8606,105.98485,183.6108,60.766193,42.933098,31.695076,34.273438,0.0
RTSIsc1.48dRnd0000000907_Ne.4Si50_Cr.0Bi-36.00-5SBi08.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-36.0,8.0,50.0,17.0,319.5,0.5072021,64.13939,28.806572,18.05842,333.73407,-53.000755,75.60706,0.3153119,45.57912,34.835228,10.313021,17.282103,41.00464,26.233286,14.771354,14.705918,19.915104,30.923124,20.216745,159.75,98.54162,61.20838,61.20838,98.54162,632.42426,5.3260417,36.60606,0.0,9.657291,32.993988,50.29181,62.447964,87.69531,185.70526,59.97756,48.582764,41.088352,53.983948,0.0
RTSIsc1.48dRnd0000000729_Ne.4Si50_Cr.0Bi08.00-5SBi04.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,8.0,4.0,50.0,17.0,319.5,0.4106823,33.186543,41.320442,29.249828,362.35657,-50.414608,82.65278,0.30076334,5.051468,7.6337123,11.595076,28.425947,39.780067,25.603693,14.1763735,14.123058,18.680492,42.30454,30.159594,159.75,101.70175,58.04825,58.04825,101.70175,631.63635,5.3709755,37.39394,0.0,10.278078,34.10781,48.98125,60.262833,84.41028,179.77078,59.934563,50.307007,43.612026,59.971733,0.0
RTSIsc1.48dRnd0000000138_Ne.4Si50_Cr.0Bi26.00-5SBi-08.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,26.0,-8.0,50.0,17.0,319.5,0.67831737,-63.402042,-37.858414,-24.73967,325.7894,-77.843506,48.46764,0.28206262,38.164585,25.045454,12.643466,25.032291,37.168278,23.772348,13.395928,13.335606,16.83357,39.991467,26.56437,159.75,105.76662,53.98338,53.98338,105.76662,633.3939,5.4772725,36.78788,0.0,8.67983,29.684044,45.31875,55.488163,83.778786,186.69322,61.56487,51.555256,45.1964,65.43461,0.0
RTSIsc1.48dRnd0000000849_Ne.4Si50_Cr.0Bi48.00-5SBi06.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,48.0,6.0,50.0,17.0,319.5,0.10959698,49.82667,93.75453,82.975525,478.8567,-22.327051,112.579994,0.30846903,33.094555,43.429356,10.313731,82.42566,39.376232,24.653788,14.722444,14.662121,19.496117,94.661446,83.52701,159.75,99.98892,59.761078,59.761078,99.98892,632.1212,5.689536,37.424244,0.0,12.713162,36.61752,52.17443,61.329403,86.58845,175.37216,57.192425,48.487972,43.182102,58.46359,0.0
RTSIsc1.48dRnd0000000137_Ne.4Si50_Cr.0Bi24.00-5SBi-08.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,24.0,-8.0,50.0,17.0,319.5,0.19450806,-64.50643,-41.009743,-27.95041,333.47388,-80.78662,46.226864,0.28456992,36.05521,22.997301,12.575663,27.767519,37.71231,24.411032,13.301278,13.246023,17.469034,42.550663,29.065592,159.75,105.05203,54.697964,54.697964,105.05203,633.0303,5.5758524,36.909092,0.0,9.422443,30.95071,45.207577,54.86837,83.0259,189.42169,59.701942,51.004025,44.624763,64.80289,0.0
RTSIsc1.48dRnd0000000605_Ne.4Si50_Cr.0Bi-40.00-5SBi02.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-40.0,2.0,50.0,17.0,319.5,0.1867894,15.626252,-23.86173,-13.801279,332.46497,-68.34551,63.32465,0.31649965,28.972963,38.987595,9.621686,13.799053,40.282528,25.51231,14.770218,14.709706,19.212973,27.746342,17.859535,159.75,98.850235,60.899765,60.899765,98.850235,630.7273,5.643608,37.424244,0.0,6.3704543,29.140862,50.423294,65.02292,92.01179,185.39497,61.610703,49.045406,40.396923,51.309944,0.0
RTSIsc1.48dRnd0000000508_Ne.4Si50_Cr.0Bi-34.00-5SBi00.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-34.0,0.0,50.0,17.0,319.5,0.5073169,0.8802979,-32.84103,-21.105335,331.4985,-73.31358,54.90484,0.2992991,21.643276,33.219887,11.27358,21.263306,38.70838,24.73106,13.97732,13.916856,18.711884,35.267303,23.54914,159.75,101.85734,57.892662,57.892662,101.85734,632.7879,5.4701705,37.18182,0.0,10.107433,32.42372,47.26056,59.030727,83.18025,187.19441,59.604973,50.328266,43.145927,60.5116,0.0
RTSIsc1.48dRnd0000000713_Ne.4Si50_Cr.0Bi-24.00-5SBi04.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-24.0,4.0,50.0,17.0,319.5,0.35413867,33.712223,10.042961,4.7248516,262.20004,-60.117035,64.84811,0.35939667,28.48878,23.170881,5.6625,5.0900097,45.186363,28.359943,16.82642,16.756582,21.879688,17.934143,10.928018,159.75,90.26288,69.48712,69.48712,90.26288,631.4545,5.3631153,36.969696,0.0,5.2152934,28.842377,57.02268,77.93276,106.04351,183.82599,60.528313,43.53712,32.131107,36.375378,0.0
RTSIsc1.48dRnd0000000128_Ne.4Si50_Cr.0Bi06.00-5SBi-08.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,6.0,-8.0,50.0,17.0,319.5,0.0982079,-63.77335,-58.134697,-45.092133,391.6612,-93.616066,38.476166,0.28532133,18.184233,5.1383996,12.56643,44.7679,38.067375,24.552794,13.514584,13.458665,18.143087,59.261032,45.779568,159.75,104.53144,55.21856,55.21856,104.53144,632.30304,5.704877,36.363636,0.0,12.393514,32.04124,43.894745,53.37571,79.45355,187.94626,60.018276,51.390293,45.71449,66.07495,0.0
RTSIsc1.48dRnd0000000705_Ne.4Si50_Cr.0Bi-40.00-5SBi04.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-40.0,4.0,50.0,17.0,319.5,0.21445012,35.679832,-4.013525,-2.2966027,262.0089,-62.1143,64.791,0.376322,37.47391,39.19091,3.9297822,3.9781723,46.605633,28.967188,17.638447,17.568277,22.598484,16.324762,10.505517,159.75,87.10313,72.64687,72.64687,87.10313,632.42426,5.514583,36.60606,0.0,4.28589,27.430588,58.012405,82.565674,110.4313,185.84479,61.54626,43.01141,29.908192,29.387737,0.0
RTSIsc1.48dRnd0000000901_Ne.4Si50_Cr.0Bi-48.00-5SBi08.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-48.0,8.0,50.0,17.0,319.5,0.22535859,64.94865,18.113596,9.831292,283.69714,-55.8193,68.48989,0.33040667,54.61572,46.33196,8.48911,9.93608,41.79361,26.585606,15.208002,15.142045,20.076326,23.539442,14.367954,159.75,95.994225,63.755775,63.755775,95.994225,631.0909,5.4019885,36.81818,0.0,7.2725854,30.086695,52.35914,69.027466,95.89195,183.9831,60.112736,47.051895,37.58977,47.715576,0.0
RTSIsc1.48dRnd0000000125_Ne.4Si50_Cr.0Bi00.00-5SBi-08.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,0.0,-8.0,50.0,17.0,319.5,0.38709554,-64.87592,-64.546486,-51.520023,394.86542,-97.72299,35.837498,0.2819106,12.869934,1.0610322,12.541335,51.43764,37.66965,24.360416,13.309233,13.250615,17.872633,66.04887,52.541214,159.75,105.15488,54.595123,54.595123,105.15488,633.2727,5.3871684,37.272728,0.0,12.4656725,33.83622,44.24162,52.249386,77.89436,188.19295,58.744175,51.36501,46.043987,68.23935,0.0
RTSIsc1.48dRnd0000000802_Ne.4Si50_Cr.0Bi-46.00-5SBi06.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-46.0,6.0,50.0,17.0,319.5,-0.13320328,49.817486,4.568157,1.3889941,252.5669,-59.53094,63.209625,0.3604695,47.930256,44.751656,4.985038,3.448911,45.706486,28.90213,16.804356,16.73428,21.342613,16.756828,9.933778,159.75,90.39962,69.35038,69.35038,90.39962,632.6667,5.5004735,36.575756,0.0,4.5434184,28.195265,57.003788,78.64943,106.87992,184.01103,61.78802,44.34517,32.006817,35.243797,0.0
RTSIsc1.48dRnd0000000301_Ne.4Si50_Cr.0Bi-48.00-5SBi-04.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-48.0,-4.0,50.0,17.0,319.5,0.28847006,-34.03597,-80.25322,-68.82481,438.97052,-105.746796,29.451637,0.2982148,34.506817,45.7196,10.941903,68.64607,39.021305,24.934942,14.086364,14.028315,18.707293,81.616234,69.64642,159.75,102.10223,57.647774,57.647774,102.10223,633.57574,5.4617896,36.969696,0.0,11.603362,33.143135,47.100616,57.533474,83.865295,185.4911,59.03139,50.396496,44.282578,61.128315,0.0
RTSIsc1.48dRnd0000000016_Ne.4Si50_Cr.0Bi-18.00-5SBi-10.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-18.0,-10.0,50.0,17.0,319.5,0.3422631,-79.67978,-93.84768,-84.48576,439.14963,-109.48392,19.377825,0.325761,6.466714,13.667993,8.912121,84.33002,41.64157,26.324621,15.316951,15.258097,23.082481,95.241554,85.04021,159.75,95.10762,64.64238,64.64238,95.10762,630.9091,5.5526514,36.878788,0.0,20.375141,42.349052,52.832386,58.962925,81.60601,175.86298,55.312782,47.111267,42.561172,53.935368,0.0
RTSIsc1.48dRnd0000000749_Ne.4Si50_Cr.0Bi48.00-5SBi04.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,48.0,4.0,50.0,17.0,319.5,0.4294511,36.056633,82.11021,70.8386,437.001,-27.850813,108.6271,0.30080894,34.51719,45.556675,10.781913,69.941666,39.475758,25.275,14.200758,14.137169,18.975946,82.663475,71.022964,159.75,101.469795,58.28021,58.28021,101.469795,632.5455,5.6366005,36.969696,0.0,11.120171,33.554924,48.417755,58.752415,84.895546,181.58078,60.41676,50.148865,44.42571,59.23253,0.0
RTSIsc1.48dRnd0000000903_Ne.4Si50_Cr.0Bi-44.00-5SBi08.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-44.0,8.0,50.0,17.0,319.5,-0.04959617,66.421165,23.485313,12.601846,296.81644,-53.664616,71.415184,0.31516877,53.31676,42.435085,10.424432,12.343182,40.577793,26.12391,14.453882,14.394886,20.153126,26.805069,16.03423,159.75,98.47689,61.273106,61.273106,98.47689,632.36365,5.6062026,36.939392,0.0,10.021213,33.013683,51.270645,63.538303,87.39721,186.54134,57.77462,47.310226,39.86747,55.62893,0.0
RTSIsc1.48dRnd0000000327_Ne.4Si50_Cr.0Bi04.00-5SBi-04.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,4.0,-4.0,50.0,17.0,319.5,0.21504614,-30.905807,-26.940763,-16.77098,311.88287,-70.46813,59.329647,0.31742448,13.639488,3.4717803,9.685748,16.615341,41.599148,26.62017,14.978977,14.914205,19.414299,29.47489,19.416744,159.75,98.5,61.25,61.25,98.5,631.63635,5.5382104,36.878788,0.0,8.20019,31.655493,51.481346,64.800095,90.38215,181.18304,61.199383,49.04053,41.06908,52.625046,0.0
RTSIsc1.48dRnd0000000824_Ne.4Si50_Cr.0Bi-02.00-5SBi06.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-2.0,6.0,50.0,17.0,319.5,0.14550869,48.287857,46.13345,33.647106,353.44565,-45.053593,85.19887,0.29145393,14.152273,1.7794508,12.005776,33.08518,37.975567,24.374384,13.601184,13.543608,18.384706,47.135864,34.29813,159.75,103.36667,56.383335,56.383335,103.36667,631.69696,5.439157,36.81818,0.0,11.734281,32.35232,44.855396,55.277653,80.48594,186.97638,60.30682,51.33305,44.89768,63.477463,0.0
RTSIsc1.48dRnd0000000217_Ne.4Si50_Cr.0Bi-16.00-5SBi-06.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-16.0,-6.0,50.0,17.0,319.5,-0.18246567,-48.782417,-64.3399,-52.05728,397.8987,-97.96595,36.28625,0.29368815,5.9573865,15.059138,11.7928505,51.403267,37.863495,24.366194,13.497301,13.442093,18.778835,65.21639,52.453377,159.75,102.80005,56.94995,56.94995,102.80005,631.3333,5.5225377,36.878788,0.0,12.2116,32.77197,45.603455,54.0795,78.63859,188.8607,60.200665,51.511364,44.86373,62.591763,0.0
RTSIsc1.48dRnd0000000839_Ne.4Si50_Cr.0Bi28.00-5SBi06.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,28.0,6.0,50.0,17.0,319.5,0.21982902,49.59651,76.4388,64.135666,405.46768,-27.12225,105.80215,0.28948087,15.009991,26.342329,11.818703,63.469223,38.10426,24.456581,13.64768,13.590625,18.190435,77.207726,64.50923,159.75,103.7937,55.9563,55.9563,103.7937,631.1515,5.431061,36.696968,0.0,10.885748,32.41037,46.460606,55.41638,82.97491,184.30899,59.472347,50.589394,44.53049,64.10227,0.0
